brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
audi,Audi R8,grey,03/2016,2016,107500,449.0,610.0,Automatic,Petrol,12.3,292 g/km,96300.0,5.2 FSI Plus quattro Carbon Recaro B&O Sp.AGA
jaguar,Jaguar F-Pace,orange,05/2023,2023,119880,405.0,551.0,Automatic,Petrol,11.4,240 g/km,2500.0,SVR Spiced Copper Edition
ferrari,Ferrari 812,red,06/2019,2019,349812,588.0,799.0,Automatic,Petrol,5.1,119 g/km,9385.0,Superfast PDC SHZ LEDER KAMERA XENON NAVI
lamborghini,Lamborghini Aventador,black,12/2021,2021,829000,566.0,770.0,Automatic,Petrol,17.9,486 g/km,195.0,SVJ Roadster  AdPersonam*Carbon*Sofort
lamborghini,Lamborghini Aventador,white,07/2016,2016,569000,552.0,751.0,Automatic,Petrol,5.1,119 g/km,5600.0,LP 750-4 SV - Superveloce - Roadster
ferrari,Ferrari F430,red,04/2010,2010,495000,375.0,510.0,Semi-automatic,Petrol,5.1,119 g/km,32000.0,Scuderia 16M EINZELSTÜCK
ferrari,Ferrari 488,yellow,04/2019,2019,470050,530.0,721.0,Automatic,Petrol,12.4,282 g/km,12000.0,+ CAMERA + CARBON WHEELS + HIFI
land-rover,Land Rover Range Rover Velar,grey,09/2019,2019,105490,184.0,250.0,Automatic,Petrol,7.8,179 g/km,32400.0,P250 R-Dynamic HSE HEAD-UP STANDHEIZUNG PANORAMA 2
ferrari,Ferrari 458,yellow,04/2013,2013,180000,416.0,566.0,Automatic,Petrol,13.3,307 g/km,92721.0,Italia Spider Luftfederung Kamera
land-rover,Land Rover Range Rover,black,03/2020,2020,104840,294.0,400.0,Automatic,Hybrid,9.5,216 g/km,25855.0,Vogue P400 Hybrid Allrad
land-rover,Land Rover Range Rover,grey,06/2022,2022,189210,258.0,351.0,Automatic,Diesel Hybrid,8.3,209 g/km,36056.0,3.0 D350 Autobiography 4x4
aston-martin,Aston Martin DBX,gold,12/2022,2022,215007,405.0,551.0,Automatic,Petrol,14.3,323 g/km,7700.0,V8 4x4
lamborghini,Lamborghini Huracan,white,01/2019,2019,269999,449.0,610.0,Automatic,Petrol,12.3,285 g/km,34000.0,LP610-4 Spyder/Lift/Abgas/Sportivo/LDS
ferrari,Ferrari Portofino,red,02/2023,2023,284630,456.0,620.0,Automatic,Petrol,11.2,384 g/km,80.0,"M , Neufahrzeug mit Tageszulassung"
audi,Audi Q8,red,02/2023,2023,108730,300.0,408.0,Automatic,Electric,0.0,0,6721.0,Q8 S line 55 Sportsitze+ NP: 128.016 
ferrari,Ferrari 488,black,05/2020,2020,274900,493.0,670.0,Automatic,Petrol,11.4,294 g/km,5550.0,Pista Spider Ferrari Singen
land-rover,Land Rover Defender,black,03/2023,2023,129844,294.0,400.0,Automatic,Petrol,12.3,280 g/km,1000.0,130 P400 SE MY23.5
land-rover,Land Rover Range Rover Sport,black,01/2023,2023,179889,390.0,530.0,Automatic,Petrol,11.5,255 g/km,2600.0,P530 First Edition V8 AWD 22
ferrari,Ferrari Roma,blue,11/2021,2021,294900,456.0,620.0,Automatic,Petrol,11.2,255 g/km,1100.0,M
ferrari,Ferrari F430,grey,02/2008,2008,127000,360.0,489.0,Automatic,Petrol,18.3,420 g/km,28600.0,Spider*New Clutch*
maserati,Maserati GranTurismo,grey,02/2019,2019,115990,338.0,460.0,Automatic,Petrol,5.1,119 g/km,8310.0,Sport 4.7l V8 Grigio Alfieri
bentley,Bentley Bentayga,silver,01/2018,2018,144850,320.0,435.0,Automatic,Diesel,5.1,119 g/km,47500.0,V8 Diesel | eAHK Mulliner Naim 22 Zoll
bentley,Bentley Bentayga,grey,01/2023,2023,349900,405.0,551.0,Automatic,Petrol,12.0,272 g/km,80.0,EWB Azure Langversion TV Head Up
bentley,Bentley Bentayga,white,07/2022,2022,269900,405.0,551.0,Automatic,Petrol,11.6,260 g/km,10000.0,4.0 V8 S Touring *Pano *Entertainm. *22
ferrari,Ferrari 360,red,07/2002,2002,119500,294.0,400.0,Manual,Petrol,17.9,440 g/km,9850.0,Spider F1 nur 9.850 km Sammler  1.Hand
bentley,Bentley Continental,white,09/2021,2021,289680,485.0,659.0,Automatic,Petrol,13.5,308 g/km,4250.0,GT Speed *Panorama*NAIM*
ferrari,Ferrari 488,red,08/2019,2019,369700,492.0,669.0,Automatic,Petrol,11.4,260 g/km,376.0,70th Jahre 1 Of 1 EDITION TAILOR MADE
audi,Audi e-tron GT,grey,11/2022,2022,134900,440.0,598.0,Automatic,Electric,0.0,433 km Reichweite,9875.0,e-tron RS GT RS e-tron GT UPE  168595
land-rover,Land Rover Range Rover,grey,04/2022,2022,209530,390.0,530.0,Automatic,Petrol,11.9,119 g/km,20478.0,4.4 P530 First Edition KERAMIK MERID
audi,Audi A4,blue,01/2020,2020,110950,170.0,231.0,Automatic,Diesel,5.5,144 g/km,64612.0,Avant 45 TDI quattro S line+LED+PanoDach+Navi
ferrari,Ferrari,black,08/2019,2019,249900,507.0,689.0,Automatic,Petrol,15.3,350 g/km,27200.0,GTC4Lusso
ferrari,Ferrari 575,red,04/2006,2006,394990,397.0,540.0,Automatic,Petrol,5.1,119 g/km,31513.0,Superamerica
audi,Audi SQ7,grey,03/2023,2023,109980,373.0,507.0,Automatic,Petrol,12.0,276 g/km,1792.0,"4.0 TFSI quattro competition plus Navi,HD-Matr"
maserati,Maserati GranTurismo,black,03/2020,2020,142222,338.0,460.0,Automatic,Petrol,14.3,313 g/km,29853.0,MC
bentley,Bentley Continental GT,grey,09/2017,2017,108500,373.0,507.0,Automatic,Petrol,10.6,246 g/km,37345.0,V8 Facelift/Mulliner
audi,Audi R8,grey,05/2015,2015,129000,386.0,525.0,Automatic,Petrol,13.3,315 g/km,32000.0,2.0TDI Facelift Navi Bi-Xenon AHK Keyless Go
ferrari,Ferrari 488,black,04/2016,2016,219488,493.0,670.0,Automatic,Petrol,5.1,119 g/km,10664.0,CARBON FIBRE DRIVER ZONE+LEDS
audi,Audi Q3,white,02/2022,2022,108900,140.0,190.0,Automatic,Petrol,6.7,154 g/km,9725.0,40 TFSI quattro S-line
land-rover,Land Rover Range Rover,green,01/2023,2023,258744,375.0,510.0,Automatic,Hybrid,0.0,109 km Reichweite,4630.0,P510e SV Plug-in-Hybrid
bentley,Bentley Continental,black,02/2022,2022,259950,404.0,549.0,Automatic,Petrol,5.1,119 g/km,5386.0,V8 *Black Spec*Extended Warranty*
audi,Audi RS Q8,white,05/2022,2022,136786,441.0,600.0,Automatic,Petrol,13.4,305 g/km,17800.0,"Dynamik+,Keramik,Pano,Stdhzg,Sitzbel,Nachts"
ferrari,Ferrari 812,blue,12/2019,2019,369970,588.0,799.0,Automatic,Petrol,14.9,340 g/km,3750.0,Superfast 6.5 V12 DCT
lamborghini,Lamborghini Urus,black,10/2020,2020,279900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,42000.0,4.0 V8 Autom.
audi,Audi SQ7,green,06/2023,2023,152990,373.0,507.0,Automatic,Petrol,12.6,"288,3 g/km",1500.0,SQ7 competition plus TFSI VOLL UNIKAT
ferrari,Ferrari Roma,grey,03/2021,2021,239000,456.0,620.0,Automatic,Petrol,10.3,234 g/km,16730.0,*Historische Farbe*360 Sicht*
bmw,BMW M5,grey,02/2021,2021,102497,460.0,625.0,Automatic,Petrol,5.1,259 g/km,50000.0,Competition M-Driver´s-Package Massage B&W TV
aston-martin,Aston Martin DBX,green,12/2022,2022,219007,405.0,551.0,Automatic,Petrol,11.8,269 g/km,1000.0,- AstonMartin Hamburg
audi,Audi e-tron,grey,06/2023,2023,167530,440.0,598.0,Automatic,Electric,0.0,450 km Reichweite,0.0,RS GT HUD NAVI SITZBELÜFTUNG LASER B&O
lamborghini,Lamborghini Urus,grey,11/2018,2018,273900,478.0,650.0,Automatic,Petrol,12.7,119 g/km,24000.0,4.0 V8 F1 REAR SEAT B&0 PANORAMA NIGHT
ferrari,Ferrari Roma,red,06/2023,2023,314900,456.0,620.0,Automatic,Petrol,15.0,234 g/km,45.0,Rosso Fiorano
land-rover,Land Rover Defender,green,03/2023,2023,106900,294.0,400.0,Automatic,Petrol,9.6,220 g/km,5900.0,110 P400 AWD 75th Limited Edition Navi
aston-martin,Aston Martin Vanquish,black,03/2015,2015,199999,423.0,575.0,Automatic,Petrol,5.1,119 g/km,60000.0,Volante 8-Gang!+B&O+Garantie  05/2024
alfa-romeo,Alfa Romeo Giulia,black,05/2019,2019,101950,375.0,510.0,Manual,Petrol,5.1,119 g/km,25850.0,GIULIA 510PS MT6 QUADRIFOGLIO SPARCO KERAMIK
audi,Audi R8,blue,06/2018,2018,139990,449.0,610.0,Automatic,Petrol,12.5,292 g/km,21505.0,Spyder 5.2 FSI plus quattro / Audi exclusive
bentley,Bentley Continental GT,grey,05/2018,2018,129000,389.0,529.0,Automatic,Petrol,10.7,246 g/km,97000.0,4.0 V8 S 4WD Automatik
audi,Audi A8,grey,05/2023,2023,118850,210.0,286.0,Automatic,Diesel,7.3,192 g/km,1500.0,50 TDI 2xS line/Nacht/Allradlenk/Standh/Panod
land-rover,Land Rover Range Rover Sport,grey,03/2022,2022,142900,423.0,575.0,Automatic,Petrol,12.7,290 g/km,16150.0,P575 5.0 V8 SVR
ferrari,Ferrari F430,grey,04/2009,2009,129900,360.0,489.0,Semi-automatic,Petrol,18.3,420 g/km,48000.0,Spider F1 Garantie Keramik
bentley,Bentley Continental GT,green,02/2023,2023,285450,405.0,551.0,Automatic,Petrol,11.3,263 g/km,4000.0,V8 #On STOCK #
bmw,BMW M3,silver,05/2012,2012,139000,331.0,450.0,Automatic,Petrol,12.4,290 g/km,46000.0,CRT Sondermodel auf 67 Stück limitiert
land-rover,Land Rover Defender,black,10/2022,2022,132900,386.0,525.0,Automatic,Petrol,15.1,340 g/km,6250.0,"110 P525 V8, HUD, Panorama,"
bentley,Bentley Bentayga,black,05/2018,2018,149990,447.0,608.0,Automatic,Petrol,5.1,119 g/km,66794.0,W12 Mulliner Touring Blackline
ferrari,Ferrari 812,red,03/2018,2018,369950,585.0,795.0,Automatic,Petrol,5.1,119 g/km,3200.0,V12 Superfast *R-Seats*Lift*Carbon*Cam*
land-rover,Land Rover Range Rover,grey,05/2021,2021,105995,258.0,351.0,Automatic,Diesel,8.5,225 g/km,49987.0,D350 Autobiography Black / ACC / AHK
lamborghini,Lamborghini Aventador,yellow,03/2021,2021,690000,566.0,770.0,Automatic,Petrol,19.6,452 g/km,2850.0,SVJ LP770-4
ferrari,Ferrari 488,blue,01/2020,2020,439900,530.0,721.0,Automatic,Petrol,11.5,263 g/km,6935.0,Pista
ferrari,Ferrari 488,red,08/2021,2021,749980,530.0,721.0,Automatic,Petrol,11.4,260 g/km,75.0,I Carbon I Sonderlackierung Rosso Portofino
land-rover,Land Rover Defender,grey,06/2022,2022,129500,386.0,525.0,Automatic,Petrol,12.8,290 g/km,14900.0,110 P525 V8 Carpathian Edition SOFORT VERFÜGBAR HU
dodge,Dodge Challenger,orange,12/2022,2022,106890,535.0,727.0,Automatic,Petrol,14.7,392 g/km,34.0,SRT Hellcat Widebody
audi,Audi e-tron GT,green,06/2023,2023,124770,350.0,476.0,Automatic,Electric,0.0,455 km Reichweite,1000.0,quattro Navi+ B&O Matrix-LED Panorama Klima Navi
aston-martin,Aston Martin DBX,grey,01/2023,2023,193900,405.0,551.0,Automatic,Petrol,16.9,269 g/km,9000.0,4.0 V8 /Aston Martin Memmingen
lamborghini,Lamborghini Huracan,blue,07/2016,2016,240000,449.0,610.0,Automatic,Petrol,5.1,119 g/km,35000.0,"Huracán Spyder*Lift 20"" Mimas Sound Sensonum*"
bentley,Bentley Continental,grey,06/2023,2023,323490,404.0,549.0,Automatic,Petrol,11.7,266 g/km,3000.0,GTC Azure V8
land-rover,Land Rover Defender,grey,06/2023,2023,138900,386.0,525.0,Automatic,Petrol,12.8,290 g/km,10.0,110 P525 V8 Carpathian Edition
audi,Audi e-tron GT,black,07/2021,2021,136780,440.0,598.0,Automatic,Electric,0.0,466 km Reichweite,35000.0,e-tron RS GT 5-Sitz/MatrixLED/ACC/Navi/HuD Klima
bmw,BMW M3,grey,05/2023,2023,103649,375.0,510.0,Automatic,Petrol,10.1,229 g/km,10.0,Competition xDrive / Laser / HK HiFi DAB Shz
ferrari,Ferrari 488,red,06/2017,2017,269500,493.0,670.0,Automatic,Petrol,11.4,260 g/km,3900.0,Carbon|Power-Garantie|Racing Seats
lamborghini,Lamborghini Huracan,orange,10/2016,2016,249610,449.0,610.0,Automatic,Petrol,5.1,119 g/km,18290.0,LP 610-4 Spyder | Lamborghini Nürnberg
ferrari,Ferrari FF,grey,11/2011,2011,179000,485.0,659.0,Automatic,Petrol,16.3,380 g/km,49800.0,"6,3 V12 4x4 NP 389000 LIFT,3xTV,Carbon,LED,Ka"
aston-martin,Aston Martin DBX,white,08/2021,2021,188800,405.0,551.0,Automatic,Petrol,10.9,269 g/km,11800.0,4.0 V8 - ELEGANCE PACK - SPORTS EXHAUST
land-rover,Land Rover Range Rover,black,12/2022,2022,190000,257.0,349.0,Automatic,Diesel,8.3,210 g/km,32.0,"D350 HSE -MASSAGE-23""-STDHZ-SHADOW-"
land-rover,Land Rover Range Rover,grey,07/2022,2022,204990,390.0,530.0,Automatic,Petrol,5.1,119 g/km,2500.0,"First Edition P530, NEUZUSTAND"
bentley,Bentley Continental,grey,07/2022,2022,329480,485.0,659.0,Automatic,Petrol,13.8,314 g/km,3900.0,GTC W12 Speed *NAIM*Styling-Spec*
lamborghini,Lamborghini Aventador,white,12/2015,2015,399900,515.0,700.0,Automatic,Petrol,5.1,119 g/km,18000.0,LP 700-4 Roadster Pirelli Edition
bentley,Bentley Continental,blue,11/2021,2021,245450,404.0,549.0,Automatic,Petrol,11.2,255 g/km,2100.0,GT V8 * MULLINER * PANORAMA * NAIM *
maserati,Maserati Levante,blue,03/2023,2023,119900,316.0,430.0,Automatic,Petrol,11.3,257 g/km,4900.0,Modena S
audi,Audi RS6,silver,05/2022,2022,124650,441.0,600.0,Automatic,Petrol,11.5,263 g/km,52083.0,Avant 4.0 TFSI quattro
bmw,BMW M4,black,05/2023,2023,112980,375.0,510.0,Automatic,Petrol,10.2,231 g/km,6107.0,Cabrio xDrive Competition*Laser*H&K*M-DRIVE*
maserati,Maserati GranCabrio,white,06/2016,2016,105779,338.0,460.0,Automatic,Petrol,5.1,119 g/km,18300.0,Gran Cabrio Sport 100 Jahr Maserati +Service NEU
audi,Audi RS7,grey,11/2020,2020,129785,441.0,600.0,Automatic,Petrol,11.6,265 g/km,17600.0,RS7 Sportback 4.0 TFSI quattro HD-MATRIX*RS-AGA*
aston-martin,Aston Martin Vantage,grey,06/2019,2019,119999,375.0,510.0,Automatic,Petrol,10.5,119 g/km,43000.0,Vantage
aston-martin,Aston Martin DB11,black,06/2021,2021,189900,375.0,510.0,Automatic,Petrol,9.9,230 g/km,4000.0,V8 Volante
audi,Audi R8,white,07/2017,2017,169000,449.0,610.0,Automatic,Petrol,13.6,119 g/km,13000.0,R8 Spyder V10 plus Unikat! Carbon! Vollaustattung!
land-rover,Land Rover Defender,black,02/2023,2023,145500,386.0,525.0,Automatic,Petrol,5.1,119 g/km,145500.0,Defender 90 P525 V8
ferrari,Ferrari 599,red,05/2012,2012,339000,456.0,620.0,Automatic,Petrol,5.1,119 g/km,17097.0,Fiorano F1 Alonso Edition 1/40
ferrari,Ferrari F8 Tributo,red,04/2021,2021,305800,530.0,721.0,Automatic,Petrol,5.1,119 g/km,15400.0,Lift*Racing Seats*JBL*Passenger*
bmw,BMW XM,black,04/2023,2023,231653,480.0,653.0,Automatic,Hybrid,1.6,36 g/km,2700.0,Hybrid xDrive B&W-AHK-SoftCl-SOFORT VERFÜGBAR
aston-martin,Aston Martin DBS,red,01/2019,2019,244900,533.0,725.0,Automatic,Petrol,12.4,285 g/km,35600.0,"Diavolo Red, Bang & Olufsen, Carbon Wings"
land-rover,Land Rover Range Rover,black,08/2018,2018,104950,250.0,340.0,Automatic,Diesel,8.4,219 g/km,56236.0,"4,4 sdv8 Lang Autobiography"
maserati,Maserati Ghibli,blue,03/2021,2021,109000,427.0,581.0,Automatic,Petrol,12.2,278 g/km,13500.0,"Trofeo MY21/V8/900W/21""/Fahrassist+"
bentley,Bentley Mulsanne,black,08/2015,2015,109999,377.0,513.0,Automatic,Petrol,16.9,393 g/km,132123.0,6.8 Automatik Voll Ausstattung
bmw,BMW iX,grey,04/2022,2022,118879,455.0,619.0,Automatic,Electric,0.0,560 km Reichweite,8696.0,M60 Laser Ak.Sitzbelüft Sky B&W DA Pro PA Pro.
jeep,Jeep Grand Cherokee,black,08/2019,2019,124500,678.0,922.0,Automatic,Petrol,17.1,395 g/km,6300.0,Trackhawk 922PS Sondermodell
audi,Audi RS4,black,04/2023,2023,133850,390.0,530.0,Automatic,Petrol,10.0,227 g/km,6500.0,"X Avant ABT - NAVI,MATRIX,PANO,ACC,305 KM/H"
land-rover,Land Rover Range Rover,gold,05/2023,2023,289530,390.0,530.0,Automatic,Petrol,12.4,285 g/km,100.0,P530 FirstEdition-Autobiogr.-SV GOLD  NSW/Klima
bmw,BMW iX,white,09/2022,2022,109770,385.0,523.0,Automatic,Electric,0.0,549 km Reichweite,11000.0,50 DE - SUV5 xDrive Sport + HUD + SOFTCLOSE +
ferrari,Ferrari Roma,white,03/2021,2021,249900,456.0,620.0,Automatic,Petrol,10.3,234 g/km,1690.0,Carbon *Lift *Display *CAM *el Seats
ferrari,Ferrari California,black,05/2013,2013,135900,360.0,489.0,Automatic,Petrol,13.1,299 g/km,29800.0,30 *dt. Auto*Karbon*Magneride*
ferrari,Ferrari F355,yellow,01/1996,1996,149900,280.0,381.0,Manual,Petrol,10.8,119 g/km,22800.0,Spider
land-rover,Land Rover Range Rover,black,04/2022,2022,154950,257.0,349.0,Automatic,Diesel,8.3,119 g/km,11500.0,D350 HSE Pano-Massage-Sitzklima
land-rover,Land Rover Range Rover,grey,11/2022,2022,159770,221.0,300.0,Automatic,Diesel,5.1,119 g/km,5212.0,D300 |PANO|LUFT|ACC|SOFORT VERFÜGBAR
bmw,BMW M4,blue,12/2018,2018,129999,338.0,460.0,Automatic,Petrol,8.3,119 g/km,8585.0,CS * FROZEN DARK BLUE II * seltenes Sondermodell
land-rover,Land Rover Range Rover,black,10/2022,2022,229995,390.0,530.0,Automatic,Petrol,11.9,290 g/km,2487.0,P530 Autobiography
audi,Audi RS Q8,blue,02/2020,2020,179900,588.0,799.0,Automatic,Petrol,12.1,277 g/km,64999.0,RS Q8 4.0 TFSI quattro *800PS TÜV* URBAN
ferrari,Ferrari 488,blue,03/2017,2017,252800,492.0,669.0,Automatic,Petrol,11.4,260 g/km,19950.0,***Ferrari Frankfurt***
ferrari,Ferrari Roma,red,01/2023,2023,285900,456.0,620.0,Automatic,Petrol,11.5,255 g/km,25.0,/ ADAS / JBL / CARBON /
land-rover,Land Rover Range Rover,green,04/2019,2019,112500,416.0,566.0,Automatic,Petrol,5.1,119 g/km,54500.0,P565 Kompressor SVAutobiography Dynamic
ferrari,Ferrari SF90 Spider,grey,09/2022,2022,739900,735.0,999.0,Automatic,Hybrid,0.0,0,1606.0,SPEC | LIFT | Carbon | Dreamline
land-rover,Land Rover Range Rover Sport,black,06/2020,2020,107100,423.0,575.0,Automatic,Petrol,12.7,119 g/km,35000.0,"RRS P575 5.0 V8 SVR - Garantie, Carbon, HUD, PANO"
audi,Audi Q8 e-tron,white,05/2023,2023,110875,300.0,408.0,Automatic,Electric,0.0,481 km Reichweite,6001.0,S line 55  quattro 300 kW
ferrari,Ferrari FF,black,01/2013,2013,149900,486.0,661.0,Automatic,Petrol,10.0,380 g/km,19652.0,V12
ford,Ford Ranger,black,08/2019,2019,240000,336.0,457.0,Automatic,Petrol,5.1,119 g/km,2813.0,F-150 Raptor 6 Wheeler Einzelstück 1x in Europa!
ferrari,Ferrari 599,red,03/2011,2011,969900,489.0,665.0,Automatic,Petrol,5.1,119 g/km,7200.0,GTO
ferrari,Ferrari F355,red,05/1996,1996,179355,280.0,381.0,Manual,Petrol,5.1,119 g/km,17740.0,GTS
audi,Audi R8,grey,05/2011,2011,124900,412.0,560.0,Automatic,Petrol,13.9,329 g/km,16857.0,3.0 TDI quattro S tronic
bentley,Bentley Continental GT,red,08/2021,2021,288500,485.0,659.0,Automatic,Petrol,13.5,308 g/km,3200.0,SPEED - BENTLEY BERLIN
audi,Audi R8,grey,09/2020,2020,144890,396.0,538.0,Automatic,Petrol,5.1,119 g/km,7450.0,Spyder 5.2 FSI Virtual Cockpit Leder B&O 20 Zoll
aston-martin,Aston Martin,blue,08/2022,2022,434980,515.0,700.0,Automatic,Petrol,13.8,315 g/km,482.0,Coupe Carbon Aniline Satin Ming Blue
lamborghini,Lamborghini Murciélago,white,02/2008,2008,289900,471.0,640.0,Automatic,Petrol,21.3,495 g/km,30000.0,LP640-4 Roadster - Navi|Kamera|Carbon
bentley,Bentley Continental GT,black,08/2022,2022,319950,485.0,659.0,Automatic,Petrol,13.5,308 g/km,11000.0,Speed #On Stock#
land-rover,Land Rover Range Rover Sport,grey,04/2023,2023,137899,258.0,351.0,Automatic,Diesel,5.1,119 g/km,1900.0,D350 Autobiography
bentley,Bentley Continental GTC,black,05/2020,2020,234000,404.0,549.0,Automatic,Petrol,12.5,260 g/km,30045.0,BLACKLINE MULLINER NAIM CARBON
land-rover,Land Rover Range Rover,black,08/2022,2022,180000,257.0,349.0,Automatic,Diesel,8.3,119 g/km,9000.0,3.0 D350 Autobiography
land-rover,Land Rover Range Rover,grey,10/2022,2022,289890,390.0,530.0,Automatic,Petrol,11.7,265 g/km,99.0,P530 SV *SOFORT verfügbar*STOCK*
lamborghini,Lamborghini Huracan,white,02/2018,2018,329900,471.0,640.0,Automatic,Petrol,5.1,119 g/km,16900.0,PERFORMANTE / MWST / NETTO MÖGLICH / GARANTIE
bentley,Bentley Azure,blue,09/2007,2007,164900,336.0,457.0,Automatic,Petrol,20.6,465 g/km,19750.0,| TIPTRONIC | KAMERA | MATRIXGRILL |
ferrari,Ferrari,blue,04/2017,2017,194900,449.0,610.0,Automatic,Petrol,5.1,119 g/km,42400.0,GTC4Lusso T Ferrari Singen
bentley,Bentley Mulsanne,black,01/2019,2019,199700,395.0,537.0,Automatic,Petrol,14.6,342 g/km,76511.0,Speed THEATRE ENTERTAINMENT LED CARBON
maserati,Maserati GranTurismo,grey,03/2019,2019,124900,338.0,460.0,Automatic,Petrol,14.3,119 g/km,39000.0,4.7 V8 Sport Automatik
audi,Audi R8,grey,12/2019,2019,135980,456.0,620.0,Automatic,Petrol,13.3,301 g/km,70911.0,Coupé V10 5.2 performance quat./S tro.
ferrari,Ferrari Roma,blue,04/2022,2022,229770,456.0,620.0,Automatic,Petrol,5.1,119 g/km,18950.0,/JBL/ADAS/PASSENGER DISPLAY/SITZBELÜFTUNG
ferrari,Ferrari 488,grey,02/2020,2020,589890,530.0,721.0,Automatic,Petrol,11.7,266 g/km,9800.0,Spider Carbon|RacingSeats|Lift|Power15
audi,Audi A4 allroad,green,05/2018,2018,189880,120.0,163.0,Automatic,Diesel,5.1,134 g/km,250000.0,2.0 TDI Quattro S-Tronic EU6 Leder Xenon Navi
bmw,BMW,black,11/2021,2021,117900,390.0,530.0,Automatic,Petrol,11.2,258 g/km,14000.0,X7 M50i~7-SITZE~KAMERA 360~NIGHT VISION~LASER~22
bmw,BMW M3,grey,05/2018,2018,139900,338.0,460.0,Automatic,Petrol,8.5,198 g/km,3.0,xDrive30d x Line*AUTO*PAN*VIR*LED*HEAD-UP*VOL
ferrari,Ferrari 575,black,04/2005,2005,119900,380.0,517.0,Automatic,Petrol,5.1,119 g/km,60000.0,HGTC 1 von 100
land-rover,Land Rover Range Rover,grey,03/2023,2023,179999,375.0,510.0,Automatic,Hybrid,10.2,21 g/km,4001.0,P510E Hybrid L460 New RR
ferrari,Ferrari 812,black,03/2019,2019,339900,588.0,799.0,Automatic,Petrol,14.9,340 g/km,3608.0,Superfast *Liftsystem*Kamera*Daytona-Design*
bentley,Bentley Bentayga,grey,10/2020,2020,166000,330.0,449.0,Automatic,Hybrid,0.0,0,23500.0,HYBRID
audi,Audi SQ8,white,04/2023,2023,121900,373.0,507.0,Automatic,Petrol,12.1,277 g/km,1490.0,4.0 TFSI qu. Massage/Sitzbelüft./Standh.
lamborghini,Lamborghini Aventador,black,01/2021,2021,749900,566.0,770.0,Automatic,Petrol,17.9,486 g/km,600.0,SVJ*Traumauto*63er Design*NEUZUSTAND
bmw,BMW M3,blue,02/2022,2022,107679,375.0,510.0,Automatic,Petrol,10.0,229 g/km,10000.0,Competition xDrive M Drivers DAP Laser h&kPAP
bentley,Bentley Flying Spur,gold,05/2022,2022,233780,400.0,544.0,Automatic,Hybrid,3.2,73 g/km,10900.0,Hybrid *Mulliner*Naim*4Seat*
ferrari,Ferrari 812,black,05/2022,2022,518850,585.0,795.0,Automatic,Petrol,14.9,340 g/km,4812.0,"GTS NOVITEC, LIFT, Carbon, PassengerDisplay"
audi,Audi RS Q8,red,11/2022,2022,214140,544.0,740.0,Automatic,Petrol,13.5,306 g/km,3900.0,-S ABT Komplettumbau 740 PS
alfa-romeo,Alfa Romeo Giulia,red,07/2021,2021,219900,397.0,540.0,Automatic,Petrol,10.8,244 g/km,360.0,GTAm 1 of 500 *individualized by Zanasi*
ferrari,Ferrari 458,black,03/2014,2014,189800,419.0,570.0,Automatic,Petrol,5.1,119 g/km,50600.0,Italia   ***Ferrari Frankfurt***
ferrari,Ferrari F430,red,09/2009,2009,124980,357.0,485.0,Automatic,Petrol,5.1,119 g/km,41980.0,*Keramik*Carbon*PDC*SHZ*Sammlerhand!
audi,Audi SQ8,grey,03/2023,2023,108990,373.0,507.0,Automatic,Petrol,12.5,283 g/km,2500.0,Standheizung Panorama HUD AHK Sitzlüftung Klima
bentley,Bentley Flying Spur,green,06/2020,2020,192850,467.0,635.0,Automatic,Petrol,5.1,119 g/km,93600.0,"| First Edition NAIM 22"""
ferrari,Ferrari 812,black,07/2021,2021,499800,588.0,799.0,Automatic,Petrol,5.1,119 g/km,3100.0,GTS   ***Ferrari Frankfurt***
ferrari,Ferrari Portofino,grey,06/2021,2021,279900,456.0,620.0,Automatic,Petrol,10.3,235 g/km,2850.0,M
audi,Audi RS6,yellow,01/2022,2022,148980,441.0,600.0,Automatic,Petrol,13.0,294 g/km,28426.0,Avant TFSI quattro Keramik/P-Dach/Matrix/22''
ferrari,Ferrari 458,black,05/2012,2012,228888,419.0,570.0,Automatic,Petrol,13.3,307 g/km,29987.0,Spider
land-rover,Land Rover Defender,grey,05/2023,2023,138798,386.0,525.0,Automatic,Petrol,12.8,330 g/km,1222.0,90 V8 Carpathian Edition
lamborghini,Lamborghini Aventador,green,09/2020,2020,529000,544.0,740.0,Unknown,Petrol,18.4,499 g/km,1720.0,"S Roadster, Lift, erst 1.720 KM,1.Hand"
bentley,Bentley Bentayga,grey,10/2022,2022,268880,405.0,551.0,Automatic,Petrol,5.1,119 g/km,3980.0,V8  EWB  AZURE 1st Edition / Long
bmw,BMW M8,red,06/2022,2022,127999,460.0,625.0,Automatic,Petrol,11.3,260 g/km,9500.0,Comp.FaceliftGran Coupé.TV.Park+.DrivProf.DAB
lamborghini,Lamborghini Urus,grey,06/2022,2022,317999,478.0,650.0,Automatic,Petrol,12.7,325 g/km,12841.0,"4.0 V8 Aut. PANO HUD 23"" ANIMA SENSONUM 360"
